reaction	enzyme	gene
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	narX
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	narQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	phoQ
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	uhpB
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	glnL
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	qseC
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase AtoS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BaeS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BarA	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase BasS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	high-affinity pyruvate receptor	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase CreC	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DcuS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase DpiB	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EnvZ	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase RcsC	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase EvgS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	histidine kinase GlrK	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase HprS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	serine histidine kinase KdpD	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase QseC	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	protein histidine kinase NtrB	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase UhpB	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	bifunctional sensor histidine kinase PhoQ	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarQ	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase NarX	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase RstB	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase TorS	kdpD
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ZraS	hprS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PyrS	hprS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase PhoR	hprS
a [protein]-L-histidine + ATP  ->  a [protein]-N-phospho-L-histidine + ADP + H+	sensor histidine kinase ArcB	hprS
